node,category,raw_P,raw_R,raw_Acc,raw_F1,refined_P,refined_R,refined_Acc,refined_F1,refinement_iterations_run,final_seed_set_size
1,Bot,0.7323462414578588,0.9902464065708418,0.8141683778234087,0.8419903972064601,0.7323462414578588,0.9902464065708418,0.8141683778234087,0.8419903972064601,0.0,3896.0
2,DDoS,0.9666022232962784,0.99995,0.97232,0.982993364463013,0.9666022232962784,0.99995,0.97232,0.982993364463013,0.0,25000.0
3,DoS GoldenEye,0.9454635108481262,0.9320435543457126,0.9180949888787125,0.938705571330657,0.9454635108481262,0.9320435543457126,0.9180949888787125,0.938705571330657,0.0,15286.0
4,DoS Hulk,0.9938870151770658,0.943,0.94976,0.9677750410509032,0.9938870151770658,0.943,0.94976,0.9677750410509032,0.0,25000.0
5,DoS Slowhttptest,0.8862330924587734,0.9148814078041316,0.8964606961282753,0.9003294117647059,0.8862330924587734,0.9148814078041316,0.8964606961282753,0.9003294117647059,0.0,10228.0
6,DoS slowloris,0.7681804689818937,0.961188486536676,0.8294655753490612,0.8539140476779675,0.7681804689818937,0.961188486536676,0.8294655753490612,0.8539140476779675,0.0,10385.0
7,FTP-Patator,0.9239419022333282,0.9974709155285787,0.9540755649071448,0.959299497324469,0.9239419022333282,0.9974709155285787,0.9540755649071448,0.959299497324469,0.0,10931.0
8,PortScan + Infiltration,0.9553575705321646,0.99725,0.96052,0.9758543924456295,0.9553575705321646,0.99725,0.96052,0.9758543924456295,0.0,25000.0
9,SSH-Patator + Heartbleed,0.8522245762711864,0.9962848297213622,0.9117647058823529,0.9186411647159578,0.8522245762711864,0.9962848297213622,0.9117647058823529,0.9186411647159578,0.0,6460.0
10,WebAttack BF + SQL + XSS,0.8821576763485477,0.9920671955202987,0.9297713485767616,0.9338897430265759,0.8821576763485477,0.9920671955202987,0.9297713485767616,0.9338897430265759,0.0,4286.0
,Average,0.8906394277605225,0.9724382796027603,0.9136401257545715,0.927339263100634,0.8906394277605225,0.9724382796027603,0.9136401257545715,0.927339263100634,0.0,13647.2
