node,category,raw_P,raw_R,raw_Acc,raw_F1,refined_P,refined_R,refined_Acc,refined_F1,refinement_iterations_run,final_seed_set_size
1,Bot,0.7651725505751685,0.9902464065708418,0.8431724845995893,0.8632803759230253,0.7492236024844721,0.9907597535934292,0.8295687885010267,0.8532272325375774,3.0,3143.0
2,DDoS,0.9821226855262511,0.99985,0.98532,0.9909070637496593,0.9829433739677547,0.99985,0.986,0.9913246083680349,3.0,19889.0
3,DoS GoldenEye,0.9479283314669653,0.987555901224966,0.9551223341619782,0.9673364441481763,0.9313277249451354,0.9901808283103247,0.9442627240612325,0.9598529827537461,3.0,12360.0
4,DoS Hulk,0.9813630999213218,0.99785,0.98312,0.9895378817929393,0.9833767274183858,0.982,0.97232,0.982687881517062,3.0,20100.0
5,DoS Slowhttptest,0.879286694101509,0.8582631981637338,0.8673249902229175,0.8686477591714258,0.8634035287421742,0.8705049732211171,0.8634141572154869,0.8669397085436709,3.0,7985.0
6,DoS slowloris,0.8119521912350598,0.9461467038068709,0.8584496870486278,0.8739279588336192,0.7997174697849632,0.9461467038068709,0.8492055849783341,0.8667914256549847,3.0,8308.0
7,FTP-Patator,0.9177784672665219,0.9974709155285787,0.9501417985545696,0.955966712450513,0.940060577076359,0.9942674085314449,0.9624919952428872,0.9664044575549,3.0,6588.0
8,PortScan + Infiltration,0.9536353548511604,0.9883,0.9522,0.9706582856581629,0.9589133471412745,0.9954,0.9622,0.9768160741885626,3.0,20066.0
9,SSH-Patator + Heartbleed,0.8836728668438146,0.926625386996904,0.9023219814241487,0.904639564757443,0.8690856313497823,0.9269349845201238,0.8936532507739938,0.8970786516853932,3.0,5088.0
10,WebAttack BF + SQL + XSS,0.9376208897485493,0.9048063462435838,0.9223051796546897,0.9209213963429114,0.9257332071901608,0.9132057862809146,0.9199720018665423,0.9194268264035705,3.0,3368.0
,Average,0.9060533131536322,0.9597114858535478,0.921947845566652,0.9305823442827876,0.9003785190100464,0.9609250438264226,0.9183088502639503,0.9280549849207501,3.0,10689.5
