node,category,raw_P,raw_R,raw_Acc,raw_F1,refined_P,refined_R,refined_Acc,refined_F1,refinement_iterations_run,final_seed_set_size
1,Bot,0.555984555984556,0.36960985626283366,0.537217659137577,0.4440333024976873,0.555984555984556,0.36960985626283366,0.537217659137577,0.4440333024976873,0.0,3896.0
2,DDoS,0.87178241864983,0.44875,0.5062,0.592507014358805,0.87178241864983,0.44875,0.5062,0.592507014358805,0.0,25000.0
3,DoS GoldenEye,0.845306403488639,0.7161189966945363,0.7207902656025121,0.7753684210526316,0.845306403488639,0.7161189966945363,0.7207902656025121,0.7753684210526316,0.0,15286.0
4,DoS Hulk,0.8857296964093081,0.57475,0.60048,0.6971314209472982,0.8857296964093081,0.57475,0.60048,0.6971314209472982,0.0,25000.0
5,DoS Slowhttptest,0.7607361963190185,0.8064269319051263,0.7714118107156824,0.7829155060352831,0.7607361963190185,0.8064269319051263,0.7714118107156824,0.7829155060352831,0.0,10228.0
6,DoS slowloris,0.7425172678434382,0.7186629526462396,0.7248916706788637,0.7303953949230915,0.7425172678434382,0.7186629526462396,0.7248916706788637,0.7303953949230915,0.0,10385.0
7,FTP-Patator,0.7535077739855897,0.6700387792952285,0.7020400695270332,0.7093261936635431,0.7535077739855897,0.6700387792952285,0.7020400695270332,0.7093261936635431,0.0,10931.0
8,PortScan + Infiltration,0.9406336801468858,0.999,0.94876,0.9689386775296428,0.9406336801468858,0.999,0.94876,0.9689386775296428,0.0,25000.0
9,SSH-Patator + Heartbleed,0.7842105263157895,0.9226006191950464,0.8343653250773994,0.8477951635846372,0.7842105263157895,0.9226006191950464,0.8343653250773994,0.8477951635846372,0.0,6460.0
10,WebAttack BF + SQL + XSS,0.7872006281900275,0.9356042930471302,0.8413439104059729,0.8550106609808102,0.7872006281900275,0.9356042930471302,0.8413439104059729,0.8550106609808102,0.0,4286.0
,Average,0.7927609147333082,0.7161562429046141,0.7187500711145042,0.740342175557343,0.7927609147333082,0.7161562429046141,0.7187500711145042,0.740342175557343,0.0,13647.2
