node,category,P,R,Acc,F1
1,Bot,0.7388535031847133,0.6089238845144357,0.7034659820282413,0.6676258992805756
2,DDoS,0.9154980222941388,0.6396984924623116,0.6662,0.7531430261795592
3,DoS GoldenEye,0.8825775656324583,0.9121854958066108,0.8613019299967288,0.8971373119844736
4,DoS Hulk,0.9372569354420535,0.9008223274358336,0.872,0.9186785260482846
5,DoS Slowhttptest,0.780718336483932,0.8137931034482758,0.7942326490713587,0.7969126869271587
6,DoS slowloris,0.7449470644850819,0.7173308619091752,0.725565719788156,0.7308781869688386
7,FTP-Patator,0.7620396600566572,0.6856414613423959,0.7154620311070449,0.721824686940966
8,PortScan + Infiltration,0.9352536997885835,0.891660367850844,0.865,0.9129369276409132
9,SSH-Patator + Heartbleed,0.8134034165571616,0.9225037257824144,0.8498452012383901,0.8645251396648045
10,WebAttack BF + SQL + XSS,0.7938144329896907,0.9322033898305084,0.8506417736289381,0.8574610244988864
,Average,0.8304362636914471,0.8024763110382805,0.7903715286858859,0.8121123416134461
