node,category,P,R,Acc,F1
1,Bot,0.7032640949554896,0.6220472440944882,0.686777920410783,0.6601671309192201
2,DDoS,0.9327396297164284,1.0,0.9426,0.9651994664726568
3,DoS GoldenEye,0.8732088580112897,0.992106561420819,0.8992476283938502,0.9288683602771363
4,DoS Hulk,0.9299303944315546,0.9987540493396462,0.9386,0.9631142616844888
5,DoS Slowhttptest,0.7610921501706485,0.8788177339901477,0.803030303030303,0.81572930955647
6,DoS slowloris,0.7636761487964989,0.9703429101019463,0.8285989407799711,0.8546938775510204
7,FTP-Patator,0.8001359619306594,1.0,0.8655077767612077,0.8889728096676737
8,PortScan + Infiltration,0.9056716417910448,0.764424288233812,0.7498,0.8290750102473016
9,SSH-Patator + Heartbleed,0.7678132678132679,0.9314456035767511,0.8181114551083591,0.8417508417508418
10,WebAttack BF + SQL + XSS,0.7637795275590551,0.9394673123486683,0.8308051341890315,0.8425624321389794
,Average,0.8201311675175937,0.9097405703106279,0.8363079158673505,0.8590133500265787
