node,category,raw_P,raw_R,raw_Acc,raw_F1,refined_P,refined_R,refined_Acc,refined_F1,refinement_iterations_run,final_seed_set_size
1,Bot,0.8039134054954205,0.9912731006160165,0.8747433264887063,0.887816091954023,0.8039134054954205,0.9912731006160165,0.8747433264887063,0.887816091954023,0.0,3896.0
2,DDoS,0.9843450007384433,0.99975,0.98708,0.9919876962766353,0.9843450007384433,0.99975,0.98708,0.9919876962766353,0.0,25000.0
3,DoS GoldenEye,0.9662955465587044,0.9281547734785145,0.9298704697108465,0.9468412178915006,0.9662955465587044,0.9281547734785145,0.9298704697108465,0.9468412178915006,0.0,15286.0
4,DoS Hulk,0.9817028183562048,0.99795,0.98348,0.9897597381666708,0.9817028183562048,0.99795,0.98348,0.9897597381666708,0.0,25000.0
5,DoS Slowhttptest,0.92036866359447,0.9550497322111706,0.9347868596010951,0.937388529052849,0.92036866359447,0.9550497322111706,0.9347868596010951,0.937388529052849,0.0,10228.0
6,DoS slowloris,0.8336691985738646,0.9987000928505106,0.8960038517091959,0.9087529570800946,0.8336691985738646,0.9987000928505106,0.8960038517091959,0.9087529570800946,0.0,10385.0
7,FTP-Patator,0.9282912286207438,0.9974709155285787,0.9568200530601043,0.9616384915474643,0.9282912286207438,0.9974709155285787,0.9568200530601043,0.9616384915474643,0.0,10931.0
8,PortScan + Infiltration,0.9626285548742214,0.99685,0.96652,0.9794404460710865,0.9626285548742214,0.99685,0.96652,0.9794404460710865,0.0,25000.0
9,SSH-Patator + Heartbleed,0.9027621195039459,0.991640866873065,0.9424148606811146,0.9451165535556211,0.9027621195039459,0.991640866873065,0.9424148606811146,0.9451165535556211,0.0,6460.0
10,WebAttack BF + SQL + XSS,0.8084853291038858,0.9514699020065329,0.8630424638357442,0.8741693461950697,0.8084853291038858,0.9514699020065329,0.8630424638357442,0.8741693461950697,0.0,4286.0
,Average,0.9092461865419905,0.9808309383564389,0.9334761885086807,0.9422911067791014,0.9092461865419905,0.9808309383564389,0.9334761885086807,0.9422911067791014,0.0,13647.2
