node,category,P,R,Acc,F1
1,Bot,0.7057220708446866,0.6658097686375322,0.6944801026957638,0.6851851851851852
2,DDoS,0.9027124773960217,0.6283987915407855,0.651,0.740982633219534
3,DoS GoldenEye,0.8742632612966601,0.871694417238002,0.8305528295714752,0.8729769494850417
4,DoS Hulk,0.9308012486992716,0.8918245264207378,0.86,0.9108961303462322
5,DoS Slowhttptest,0.7572727272727273,0.7948473282442748,0.7644183773216031,0.7756052141527002
6,DoS slowloris,0.7893056664006385,0.9234360410831,0.8334135772749157,0.851118760757315
7,FTP-Patator,0.7440305635148042,0.6692439862542955,0.7012808783165599,0.704658525554048
8,PortScan + Infiltration,0.9334928229665072,0.9808949220713926,0.9292,0.956607011522432
9,SSH-Patator + Heartbleed,0.7606177606177607,0.9263322884012539,0.8196594427244582,0.8353356890459364
10,WebAttack BF + SQL + XSS,0.7781954887218046,0.9409090909090909,0.8319719953325554,0.8518518518518519
,Average,0.8176414087730883,0.8293391160800466,0.7915977203237332,0.8185217951120276
