node,category,raw_P,raw_R,raw_Acc,raw_F1,refined_P,refined_R,refined_Acc,refined_F1,refinement_iterations_run,final_seed_set_size
1,Bot,0.7143688190808609,0.6303901437371663,0.6891683778234087,0.6697572947913826,0.7143688190808609,0.6303901437371663,0.6891683778234087,0.6697572947913826,0.0,3896.0
2,DDoS,0.937125480726232,0.5239,0.591,0.6720759436836535,0.937125480726232,0.5239,0.591,0.6720759436836535,0.0,25000.0
3,DoS GoldenEye,0.8472509776857603,0.7161189966945363,0.7220986523616381,0.7761854583772392,0.8472509776857603,0.7161189966945363,0.7220986523616381,0.7761854583772392,0.0,15286.0
4,DoS Hulk,0.9966325843384559,0.8139,0.84892,0.896044917843283,0.9966325843384559,0.8139,0.84892,0.896044917843283,0.0,25000.0
5,DoS Slowhttptest,0.7678018575851393,0.8064269319051263,0.7763981228001564,0.7866405448269428,0.7678018575851393,0.8064269319051263,0.7763981228001564,0.7866405448269428,0.0,10228.0
6,DoS slowloris,0.7472485035721181,0.7186629526462396,0.7280693307655272,0.7326770162817114,0.7472485035721181,0.7186629526462396,0.7280693307655272,0.7326770162817114,0.0,10385.0
7,FTP-Patator,0.7523665278303673,0.6700387792952285,0.7013082060195773,0.7088201195041469,0.7523665278303673,0.6700387792952285,0.7013082060195773,0.7088201195041469,0.0,10931.0
8,PortScan + Infiltration,0.9371892297588892,0.99895,0.9456,0.9670845636284429,0.9371892297588892,0.99895,0.9456,0.9670845636284429,0.0,25000.0
9,SSH-Patator + Heartbleed,0.7780678851174935,0.9226006191950464,0.8297213622291022,0.8441926345609065,0.7780678851174935,0.9226006191950464,0.8297213622291022,0.8441926345609065,0.0,6460.0
10,WebAttack BF + SQL + XSS,0.782591725214676,0.9356042930471302,0.8378441437237517,0.8522848034006376,0.782591725214676,0.9356042930471302,0.8378441437237517,0.8522848034006376,0.0,4286.0
,Average,0.8260643590909993,0.7736592716520474,0.7670128195723162,0.7905763296898346,0.8260643590909993,0.7736592716520474,0.7670128195723162,0.7905763296898346,0.0,13647.2
