node,category,P,R,Acc,F1
1,Bot,0.6991404011461319,0.6240409207161125,0.6765083440308087,0.6594594594594595
2,DDoS,0.9385303815355629,1.0,0.9478,0.9682906086745231
3,DoS GoldenEye,0.8872570194384449,0.9946731234866828,0.911023879620543,0.9378995433789954
4,DoS Hulk,0.9450082605617182,0.9995007488766849,0.953,0.9714909620283877
5,DoS Slowhttptest,0.7594050743657043,0.8330134357005758,0.7805474095796676,0.7945080091533181
6,DoS slowloris,0.8260869565217391,0.9231448763250883,0.8521906596051998,0.8719232373800584
7,FTP-Patator,0.8102849200833913,0.9991431019708654,0.8746569075937786,0.8948580199539524
8,PortScan + Infiltration,0.9325557809330629,0.9112983151635282,0.8752,0.9218045112781955
9,SSH-Patator + Heartbleed,0.7930142302716688,0.9231927710843374,0.836687306501548,0.8531663187195546
10,WebAttack BF + SQL + XSS,0.7793522267206477,0.9166666666666666,0.8319719953325554,0.8424507658643327
,Average,0.8370635251578072,0.9124673959990541,0.8539586502264103,0.8715851435890778
