node,category,P,R,Acc,F1
1,Bot,0.6962750716332379,0.6151898734177215,0.668806161745828,0.6532258064516129
2,DDoS,0.9027581329561527,0.6371350137259796,0.6542,0.747037307973665
3,DoS GoldenEye,0.8790087463556852,0.8915722030556925,0.8465816159633628,0.8852459016393442
4,DoS Hulk,0.9231958762886598,0.9011320754716982,0.8618,0.9120305537873966
5,DoS Slowhttptest,0.751084128360798,0.8085901027077498,0.7595307917888563,0.7787769784172662
6,DoS slowloris,0.7729772191673213,0.9380362249761678,0.82956186807896,0.8475452196382429
7,FTP-Patator,0.7477064220183486,0.6746688741721855,0.6944190301921317,0.7093124456048738
8,PortScan + Infiltration,0.9333646175504458,0.9952464348261196,0.9394,0.96331274972757
9,SSH-Patator + Heartbleed,0.7536617842876165,0.8998410174880763,0.8080495356037152,0.8202898550724638
10,WebAttack BF + SQL + XSS,0.785171102661597,0.9280898876404494,0.8308051341890315,0.850669412976313
,Average,0.8145203101279863,0.828950170748184,0.7893154137561884,0.8167446231288749
