node,category,raw_P,raw_R,raw_Acc,raw_F1,refined_P,refined_R,refined_Acc,refined_F1,refinement_iterations_run,final_seed_set_size
1,client1: DDoS,0.9833784116056061,0.99985,0.98636,0.9915458038924011,0.9833784116056061,0.99985,0.98636,0.9915458038924011,0.0,25000.0
2,client2: PortScan,0.9523580133917818,0.9885,0.95124,0.9700924949090999,0.9523580133917818,0.9885,0.95124,0.9700924949090999,0.0,25000.0
3,client3: PortScan,0.9661953916148917,0.9875,0.96236,0.9767315348285156,0.9661953916148917,0.9875,0.96236,0.9767315348285156,0.0,25000.0
4,client4: DoS Hulk,0.9780499755022048,0.9981,0.98056,0.9879732739420936,0.9780499755022048,0.9981,0.98056,0.9879732739420936,0.0,25000.0
5,client5: DoS Hulk,0.9940626313577133,0.94595,0.95224,0.9694097151055544,0.9940626313577133,0.94595,0.95224,0.9694097151055544,0.0,25000.0
6,client6: DoS Hulk,0.9807446703998428,0.9983,0.98296,0.9894444719758164,0.9807446703998428,0.9983,0.98296,0.9894444719758164,0.0,25000.0
7,client7: DoS Hulk,0.9940034716742938,0.94485,0.95132,0.9688036707595293,0.9940034716742938,0.94485,0.95132,0.9688036707595293,0.0,25000.0
8,client8: DDoS,0.9833300550747442,0.99985,0.98632,0.9915212217374058,0.9833300550747442,0.99985,0.98632,0.9915212217374058,0.0,25000.0
9,client9: DDoS,0.9827501474346373,0.99985,0.98584,0.9912263309209874,0.9827501474346373,0.99985,0.98584,0.9912263309209874,0.0,25000.0
10,client10: DoS GoldenEye,0.9394079129392234,0.9902780478320047,0.950477561167081,0.9641724643854418,0.9394079129392234,0.9902780478320047,0.950477561167081,0.9641724643854418,0.0,15286.0
11,client11: FTP-Patator,0.8890892696122633,0.9974709155285787,0.9311133473607173,0.9401668653158523,0.8890892696122633,0.9974709155285787,0.9311133473607173,0.9401668653158523,0.0,10931.0
12,client12: DoS slowloris,0.8109380071405388,0.9279480037140204,0.8504573904670197,0.8655061920845242,0.8109380071405388,0.9279480037140204,0.8504573904670197,0.8655061920845242,0.0,10385.0
13,client13: DoS Slowhttptest,0.8471209912536443,0.8892501912777353,0.8613609698865858,0.8676745054124674,0.8471209912536443,0.8892501912777353,0.8613609698865858,0.8676745054124674,0.0,10228.0
14,client14: SSH-Patator,0.8274438999226206,0.9965827896862379,0.8943771357564461,0.9041713641488163,0.8274438999226206,0.9965827896862379,0.8943771357564461,0.9041713641488163,0.0,6438.0
15,client15: Bot,0.7987577639751553,0.9902464065708418,0.8703798767967146,0.8842539537015814,0.7987577639751553,0.9902464065708418,0.8703798767967146,0.8842539537015814,0.0,3896.0
16,client16: Web Attack - Brute Force,0.9132720105124835,0.9455782312925171,0.927891156462585,0.929144385026738,0.9132720105124835,0.9455782312925171,0.927891156462585,0.929144385026738,0.0,2940.0
17,client17: Web Attack - XSS,0.969551282051282,0.9279141104294478,0.9493865030674846,0.9482758620689655,0.969551282051282,0.9279141104294478,0.9493865030674846,0.9482758620689655,0.0,1304.0
18,client18: Infiltration,0.96875,0.8611111111111112,0.9166666666666666,0.9117647058823529,0.96875,0.8611111111111112,0.9166666666666666,0.9117647058823529,0.0,72.0
19,client19: Web Attack - Sql Injection,0.875,1.0,0.9285714285714286,0.9333333333333333,0.875,1.0,0.9285714285714286,0.9333333333333333,0.0,42.0
20,client20: Heartbleed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,22.0
,Average,0.9327101952731465,0.9694564903721247,0.9409941018101364,0.9492606074715738,0.9327101952731465,0.9694564903721247,0.9409941018101364,0.9492606074715738,0.0,14327.2
