node,category,P,R,Acc,F1
1,Bot,0.3333333333333333,0.0026246719160104987,0.5096277278562259,0.005208333333333333
2,DDoS,0.9989793314621077,0.9836683417085427,0.9862,0.9912647170527915
3,DoS GoldenEye,0.9977876106194691,0.667488899851998,0.7785410533202486,0.7998817617499261
4,DoS Hulk,0.9980625518959314,0.8985796162471966,0.9172,0.9457120377655389
5,DoS Slowhttptest,0.9680851063829787,0.0896551724137931,0.5469208211143695,0.16411181244364292
6,DoS slowloris,0.9958419958419958,0.8878591288229842,0.9398170438131921,0.9387555120039196
7,FTP-Patator,0.993849938499385,0.6864910790144435,0.8289112534309241,0.8120603015075377
8,PortScan + Infiltration,0.9972807613868117,0.36961451247165533,0.4988,0.5393382352941176
9,SSH-Patator + Heartbleed,0.5,0.004470938897168405,0.4806501547987616,0.008862629246676515
10,WebAttack BF + SQL + XSS,0.6666666666666666,0.004842615012106538,0.5192532088681447,0.009615384615384616
,Average,0.844988729608868,0.4595294976355898,0.7005921263201866,0.521481072501287
