node,category,P,R,Acc,F1
1,client1: Bot + DDoS + DoS GoldenEye...,0.9338866628506011,0.8532949790794979,0.8348968105065666,0.8917737086635693
2,client2: Bot + DDoS + DoS GoldenEye...,0.9328839390386869,0.7814878467959735,0.7762,0.850501002004008
3,client3: Bot + DDoS + DoS GoldenEye...,0.9361339767243826,0.8465092402464066,0.8323487471990222,0.8890686076290605
4,client4: Bot + DDoS + DoS GoldenEye...,0.9323176091415177,0.7921334329101319,0.7868,0.8565275908479139
5,client5: Bot + DDoS + DoS GoldenEye...,0.9408329101066532,0.9225597609561753,0.8912,0.9316067387477999
6,client6: DDoS + DoS GoldenEye + DoS Hulk...,0.9319826338639653,0.8096555192356047,0.8016,0.8665231431646933
7,client7: Bot + DDoS + DoS GoldenEye...,0.9214659685863874,0.6999751429281631,0.7106,0.7955925978245515
8,client8: Bot + DDoS + DoS GoldenEye...,0.9315917048208996,0.86475,0.841,0.896927265655387
9,client9: Bot + DDoS + DoS GoldenEye...,0.9326840446863363,0.8152228342513771,0.8054,0.8700066800267201
10,client10: Bot + DDoS + DoS GoldenEye...,0.9163732394366197,0.7813360020015011,0.7682,0.8434841323430115
,Average,0.931015268925605,0.8166924758404832,0.8048245557705588,0.8692011466906715
