node,category,P,R,Acc,F1
1,Bot,0.7155688622754491,0.6112531969309463,0.6829268292682927,0.6593103448275862
2,DDoS,0.8810058374494836,0.4923462986198243,0.5424,0.631680618158403
3,DoS GoldenEye,0.8376993166287016,0.7123486682808716,0.7124631992149166,0.76995550902905
4,DoS Hulk,0.6733870967741935,0.12506240639041438,0.2504,0.21094736842105263
5,DoS Slowhttptest,0.7632042253521126,0.8320537428023033,0.782991202346041,0.7961432506887053
6,DoS slowloris,0.793070259865255,0.7279151943462897,0.7481945113143957,0.7590971902349147
7,FTP-Patator,0.7439379243452958,0.6572407883461868,0.696248856358646,0.6979071883530482
8,PortScan + Infiltration,0.9418224299065421,0.9987611496531219,0.9492,0.9694564694564695
9,SSH-Patator + Heartbleed,0.8013157894736842,0.9171686746987951,0.8405572755417957,0.8553370786516854
10,WebAttack BF + SQL + XSS,0.7862745098039216,0.9547619047619048,0.8506417736289381,0.8623655913978494
,Average,0.7937286251874639,0.7028912024830658,0.7056023647673026,0.7212200609218764
