node,category,P,R,Acc,F1
1,Bot,0.696969696969697,0.8341968911917098,0.7381258023106547,0.7594339622641509
2,DDoS,0.04810126582278481,0.004746440169872595,0.128,0.008640291041382447
3,DoS GoldenEye,0.6177644710578842,0.30092367525522606,0.4043179587831207,0.40470742072572735
4,DoS Hulk,0.7897142857142857,0.34662653624278905,0.4054,0.4817849050026146
5,DoS Slowhttptest,0.7010309278350515,0.86328125,0.7473118279569892,0.7737417943107221
6,DoS slowloris,0.7363112391930836,0.9316317228805834,0.7876745305729418,0.8225352112676056
7,FTP-Patator,0.678752107925801,0.6804733727810651,0.6527904849039341,0.6796116504854369
8,PortScan + Infiltration,0.9127423822714681,0.9987370548118212,0.9234,0.953805331081896
9,SSH-Patator + Heartbleed,0.690223792697291,0.931637519872814,0.7631578947368421,0.7929634641407307
10,WebAttack BF + SQL + XSS,0.7288732394366197,0.9473684210526315,0.793465577596266,0.8238805970149253
,Average,0.6600483408923967,0.6839622884258512,0.6343644076860749,0.6501104627335191
